title,id,arxiv_url,published,summary,citations
Rumor Mitigation in Social Media Platforms with Deep Reinforcement Learning,2403.09217v1,http://arxiv.org/abs/2403.09217v1,2024-03-14 09:32:25+00:00,"Social media platforms have become one of the main channels where people
disseminate and acquire information, of which the reliability is severely
threatened by rumors widespread in the network. Existing approaches such as
suspending users or broadcasting real information to combat rumors are either
with high cost or disturbing users. In this paper, we introduce a novel rumor
mitigation paradigm, where only a minimal set of links in the social network
are intervened to decelerate the propagation of rumors, countering
misinformation with low business cost and user awareness. A knowledge-informed
agent embodying rumor propagation mechanisms is developed, which intervenes the
social network with a graph neural network for capturing information flow in
the social media platforms and a policy network for selecting links.
Experiments on real social media platforms demonstrate that the proposed
approach can effectively alleviate the influence of rumors, substantially
reducing the affected populations by over 25%. Codes for this paper are
released at https://github.com/tsinghua-fib-lab/DRL-Rumor-Mitigation.",0
On the Laplace Approximation as Model Selection Criterion for Gaussian Processes,2403.09215v1,http://arxiv.org/abs/2403.09215v1,2024-03-14 09:28:28+00:00,"Model selection aims to find the best model in terms of accuracy,
interpretability or simplicity, preferably all at once. In this work, we focus
on evaluating model performance of Gaussian process models, i.e. finding a
metric that provides the best trade-off between all those criteria. While
previous work considers metrics like the likelihood, AIC or dynamic nested
sampling, they either lack performance or have significant runtime issues,
which severely limits applicability. We address these challenges by introducing
multiple metrics based on the Laplace approximation, where we overcome a severe
inconsistency occuring during naive application of the Laplace approximation.
Experiments show that our metrics are comparable in quality to the gold
standard dynamic nested sampling without compromising for computational speed.
Our model selection criteria allow significantly faster and high quality model
selection of Gaussian process models.",0
LAN: Learning Adaptive Neighbors for Real-Time Insider Threat Detection,2403.09209v1,http://arxiv.org/abs/2403.09209v1,2024-03-14 09:22:17+00:00,"Enterprises and organizations are faced with potential threats from insider
employees that may lead to serious consequences. Previous studies on insider
threat detection (ITD) mainly focus on detecting abnormal users or abnormal
time periods (e.g., a week or a day). However, a user may have hundreds of
thousands of activities in the log, and even within a day there may exist
thousands of activities for a user, requiring a high investigation budget to
verify abnormal users or activities given the detection results. On the other
hand, existing works are mainly post-hoc methods rather than real-time
detection, which can not report insider threats in time before they cause loss.
In this paper, we conduct the first study towards real-time ITD at activity
level, and present a fine-grained and efficient framework LAN. Specifically,
LAN simultaneously learns the temporal dependencies within an activity sequence
and the relationships between activities across sequences with graph structure
learning. Moreover, to mitigate the data imbalance problem in ITD, we propose a
novel hybrid prediction loss, which integrates self-supervision signals {from
normal activities} and supervision signals from abnormal activities into a
unified loss for anomaly detection. We evaluate the performance of LAN on two
widely used datasets, i.e., CERT r4.2 and CERT r5.2. Extensive and comparative
experiments demonstrate the superiority of LAN, outperforming 9
state-of-the-art baselines by at least 9.92% and 6.35% in AUC for real-time ITD
on CERT r4.2 and r5.2, respectively. Moreover, LAN can be also applied to
post-hoc ITD, surpassing 8 competitive baselines by at least 7.70% and 4.03% in
AUC on two datasets. Finally, the ablation study, parameter analysis, and
compatibility analysis evaluate the impact of each module and hyper-parameter
in LAN.",0
TaxoLLaMA: WordNet-based Model for Solving Multiple Lexical Sematic Tasks,2403.09207v1,http://arxiv.org/abs/2403.09207v1,2024-03-14 09:21:25+00:00,"In this paper, we explore the capabilities of LLMs in capturing
lexical-semantic knowledge from WordNet on the example of the LLaMA-2-7b model
and test it on multiple lexical semantic tasks. As the outcome of our
experiments, we present TaxoLLaMA, the everything-in-one model, lightweight due
to 4-bit quantization and LoRA. It achieves 11 SotA results, 4 top-2 results
out of 16 tasks for the Taxonomy Enrichment, Hypernym Discovery, Taxonomy
Construction, and Lexical Entailment tasks. Moreover, it demonstrates very
strong zero-shot performance on Lexical Entailment and Taxonomy Construction
with no fine-tuning. We also explore its hidden multilingual and domain
adaptation capabilities with a little tuning or few-shot learning. All
datasets, code, and model are available online at
https://github.com/VityaVitalich/TaxoLLaMA",0
Upper Bound of Bayesian Generalization Error in Partial Concept Bottleneck Model (CBM): Partial CBM outperforms naive CBM,2403.09206v1,http://arxiv.org/abs/2403.09206v1,2024-03-14 09:19:50+00:00,"Concept Bottleneck Model (CBM) is a methods for explaining neural networks.
In CBM, concepts which correspond to reasons of outputs are inserted in the
last intermediate layer as observed values. It is expected that we can
interpret the relationship between the output and concept similar to linear
regression. However, this interpretation requires observing all concepts and
decreases the generalization performance of neural networks. Partial CBM
(PCBM), which uses partially observed concepts, has been devised to resolve
these difficulties. Although some numerical experiments suggest that the
generalization performance of PCBMs is almost as high as that of the original
neural networks, the theoretical behavior of its generalization error has not
been yet clarified since PCBM is singular statistical model. In this paper, we
reveal the Bayesian generalization error in PCBM with a three-layered and
linear architecture. The result indcates that the structure of partially
observed concepts decreases the Bayesian generalization error compared with
that of CBM (full-observed concepts).",0
Perspectives on physics-based one-dimensional modeling of lung physiology,2403.09203v1,http://arxiv.org/abs/2403.09203v1,2024-03-14 09:16:13+00:00,"The need to understand how infection spreads to the deep lung was acutely
realized during the Severe Acute Respiratory Syndrome Coronavirus-2
(SARS-CoV-2) pandemic. The challenge of modeling virus laden aerosol transport
and deposition in the airways, coupled with mucus clearance, and infection
kinetics, became evident. This perspective provides a consolidated view of
coupled one-dimensional physics-based mathematical models to probe multifaceted
aspects of lung physiology. Successes of 1D trumpet models in providing
mechanistic insights into lung function and optimalities are reviewed while
identifying limitations and future directions. Key non-dimensional numbers
defining lung function are reported. The need to quantitatively map various
pathologies on a physics-based parameter space of non-dimensional numbers (a
virtual disease landscape) is noted with an eye on translating modeling to
clinical practice. This could aid in disease diagnosis, get mechanistic
insights into pathologies, and determine patient specific treatment plan. 1D
modeling could be an important tool in developing novel measurement and
analysis platforms that could be deployed at point-of-care.",0
Rectified deep neural networks overcome the curse of dimensionality in the numerical approximation of gradient-dependent semilinear heat equations,2403.09200v1,http://arxiv.org/abs/2403.09200v1,2024-03-14 09:14:12+00:00,"Numerical experiments indicate that deep learning algorithms overcome the
curse of dimensionality when approximating solutions of semilinear PDEs. For
certain linear PDEs and semilinear PDEs with gradient-independent
nonlinearities this has also been proved mathematically, i.e., it has been
shown that the number of parameters of the approximating DNN increases at most
polynomially in both the PDE dimension $d\in \mathbb{N}$ and the reciprocal of
the prescribed accuracy $\epsilon\in (0,1)$. The main contribution of this
paper is to rigorously prove for the first time that deep neural networks can
also overcome the curse dimensionality in the approximation of a certain class
of nonlinear PDEs with gradient-dependent nonlinearities.",0
Customizing Segmentation Foundation Model via Prompt Learning for Instance Segmentation,2403.09199v1,http://arxiv.org/abs/2403.09199v1,2024-03-14 09:13:51+00:00,"Recently, foundation models trained on massive datasets to adapt to a wide
range of domains have attracted considerable attention and are actively being
explored within the computer vision community. Among these, the Segment
Anything Model (SAM) stands out for its remarkable progress in generalizability
and flexibility for image segmentation tasks, achieved through prompt-based
object mask generation. However, despite its strength, SAM faces two key
limitations when applied to customized instance segmentation that segments
specific objects or those in unique environments not typically present in the
training data: 1) the ambiguity inherent in input prompts and 2) the necessity
for extensive additional training to achieve optimal segmentation. To address
these challenges, we propose a novel method, customized instance segmentation
via prompt learning tailored to SAM. Our method involves a prompt learning
module (PLM), which adjusts input prompts into the embedding space to better
align with user intentions, thereby enabling more efficient training.
Furthermore, we introduce a point matching module (PMM) to enhance the feature
representation for finer segmentation by ensuring detailed alignment with
ground truth boundaries. Experimental results on various customized instance
segmentation scenarios demonstrate the effectiveness of the proposed method.",0
MetroGNN: Metro Network Expansion with Reinforcement Learning,2403.09197v1,http://arxiv.org/abs/2403.09197v1,2024-03-14 09:09:15+00:00,"Selecting urban regions for metro network expansion to meet maximal
transportation demands is crucial for urban development, while computationally
challenging to solve. The expansion process relies not only on complicated
features like urban demographics and origin-destination (OD) flow but is also
constrained by the existing metro network and urban geography. In this paper,
we introduce a reinforcement learning framework to address a Markov decision
process within an urban heterogeneous multi-graph. Our approach employs an
attentive policy network that intelligently selects nodes based on information
captured by a graph neural network. Experiments on real-world urban data
demonstrate that our proposed methodology substantially improve the satisfied
transportation demands by over 30\% when compared with state-of-the-art
methods. Codes are published at https://github.com/tsinghua-fib-lab/MetroGNN.",0
Are Vision Language Models Texture or Shape Biased and Can We Steer Them?,2403.09193v1,http://arxiv.org/abs/2403.09193v1,2024-03-14 09:07:14+00:00,"Vision language models (VLMs) have drastically changed the computer vision
model landscape in only a few years, opening an exciting array of new
applications from zero-shot image classification, over to image captioning, and
visual question answering. Unlike pure vision models, they offer an intuitive
way to access visual content through language prompting. The wide applicability
of such models encourages us to ask whether they also align with human vision -
specifically, how far they adopt human-induced visual biases through multimodal
fusion, or whether they simply inherit biases from pure vision models. One
important visual bias is the texture vs. shape bias, or the dominance of local
over global information. In this paper, we study this bias in a wide range of
popular VLMs. Interestingly, we find that VLMs are often more shape-biased than
their vision encoders, indicating that visual biases are modulated to some
extent through text in multimodal models. If text does indeed influence visual
biases, this suggests that we may be able to steer visual biases not just
through visual input but also through language: a hypothesis that we confirm
through extensive experiments. For instance, we are able to steer shape bias
from as low as 49% to as high as 72% through prompting alone. For now, the
strong human bias towards shape (96%) remains out of reach for all tested VLMs.",0
Design of an basis-projected layer for sparse datasets in deep learning training using gc-ms spectra as a case study,2403.09188v1,http://arxiv.org/abs/2403.09188v1,2024-03-14 09:03:51+00:00,"Deep learning (DL) models encompass millions or even billions of parameters
and learn complex patterns from big data. However, not all data are initially
stored in a suitable formation to effectively train a DL model, e.g., gas
chromatography-mass spectrometry (GC-MS) spectra and DNA sequence. These
datasets commonly contain many zero values, and the sparse data formation
causes difficulties in optimizing DL models. A DL module called the
basis-projected layer (BPL) was proposed to mitigate the issue by transforming
the sparse data into a dense representation. The transformed data is expected
to facilitate the gradient calculation and finetuned process in a DL training
process. The dataset, example of a sparse dataset, contained 362 specialty
coffee odorant spectra detected from GC-MS. The BPL layer was placed at the
beginning of the DL model. The tunable parameters in the layer were learnable
projected axes that were the bases of a new representation space. The layer
rotated these bases when its parameters were updated. When the number of the
bases was the same as the original dimension, the increasing percentage of the
F1 scores was 8.56%. Furthermore, when the number was set as 768 (the original
dimension was 490), the increasing percentage of the F1 score was 11.49%. The
layer not only maintained the model performance and even constructed a better
representation space in analyzing sparse datasets.",0
Learning Algorithms for Verification of Markov Decision Processes,2403.09184v1,http://arxiv.org/abs/2403.09184v1,2024-03-14 08:54:19+00:00,"We present a general framework for applying learning algorithms and
heuristical guidance to the verification of Markov decision processes (MDPs),
based on the ideas of Br\'azdil, T. et al. (2014). Verification of Markov
Decision Processes Using Learning Algorithms. The primary goal of the
techniques presented in that work is to improve performance by avoiding an
exhaustive exploration of the state space, guided by heuristics. This approach
is significantly extended in this work. Several details of the base theory are
refined and errors are fixed. Section 1.3 provides an overview of all
differences.
  The presented framework focuses on probabilistic reachability, which is a
core problem in verification, and is instantiated in two distinct scenarios.
The first assumes that full knowledge of the MDP is available, in particular
precise transition probabilities. It performs a heuristic-driven partial
exploration of the model, yielding precise lower and upper bounds on the
required probability. The second tackles the case where we may only sample the
MDP without knowing the exact transition dynamics. Here, we obtain
probabilistic guarantees, again in terms of both the lower and upper bounds,
which provides efficient stopping criteria for the approximation. In
particular, the latter is an extension of statistical model-checking (SMC) for
unbounded properties in MDPs. In contrast to other related approaches, we do
not restrict our attention to time-bounded (finite-horizon) or discounted
properties, nor assume any particular structural properties of the MDP.",0
Generalized Relevance Learning Grassmann Quantization,2403.09183v1,http://arxiv.org/abs/2403.09183v1,2024-03-14 08:53:01+00:00,"Due to advancements in digital cameras, it is easy to gather multiple images
(or videos) from an object under different conditions. Therefore, image-set
classification has attracted more attention, and different solutions were
proposed to model them. A popular way to model image sets is subspaces, which
form a manifold called the Grassmann manifold. In this contribution, we extend
the application of Generalized Relevance Learning Vector Quantization to deal
with Grassmann manifold. The proposed model returns a set of prototype
subspaces and a relevance vector. While prototypes model typical behaviours
within classes, the relevance factors specify the most discriminative principal
vectors (or images) for the classification task. They both provide insights
into the model's decisions by highlighting influential images and pixels for
predictions. Moreover, due to learning prototypes, the model complexity of the
new method during inference is independent of dataset size, unlike previous
works. We applied it to several recognition tasks including handwritten digit
recognition, face recognition, activity recognition, and object recognition.
Experiments demonstrate that it outperforms previous works with lower
complexity and can successfully model the variation, such as handwritten style
or lighting conditions. Moreover, the presence of relevances makes the model
robust to the selection of subspaces' dimensionality.",0
Switch Diffusion Transformer: Synergizing Denoising Tasks with Sparse Mixture-of-Experts,2403.09176v1,http://arxiv.org/abs/2403.09176v1,2024-03-14 08:43:43+00:00,"Diffusion models have achieved remarkable success across a range of
generative tasks. Recent efforts to enhance diffusion model architectures have
reimagined them as a form of multi-task learning, where each task corresponds
to a denoising task at a specific noise level. While these efforts have focused
on parameter isolation and task routing, they fall short of capturing detailed
inter-task relationships and risk losing semantic information, respectively. In
response, we introduce Switch Diffusion Transformer (Switch-DiT), which
establishes inter-task relationships between conflicting tasks without
compromising semantic information. To achieve this, we employ a sparse
mixture-of-experts within each transformer block to utilize semantic
information and facilitate handling conflicts in tasks through parameter
isolation. Additionally, we propose a diffusion prior loss, encouraging similar
tasks to share their denoising paths while isolating conflicting ones. Through
these, each transformer block contains a shared expert across all tasks, where
the common and task-specific denoising paths enable the diffusion model to
construct its beneficial way of synergizing denoising tasks. Extensive
experiments validate the effectiveness of our approach in improving both image
quality and convergence rate, and further analysis demonstrates that Switch-DiT
constructs tailored denoising paths across various generation scenarios.",0
ADEdgeDrop: Adversarial Edge Dropping for Robust Graph Neural Networks,2403.09171v1,http://arxiv.org/abs/2403.09171v1,2024-03-14 08:31:39+00:00,"Although Graph Neural Networks (GNNs) have exhibited the powerful ability to
gather graph-structured information from neighborhood nodes via various
message-passing mechanisms, the performance of GNNs is limited by poor
generalization and fragile robustness caused by noisy and redundant graph data.
As a prominent solution, Graph Augmentation Learning (GAL) has recently
received increasing attention. Among prior GAL approaches, edge-dropping
methods that randomly remove edges from a graph during training are effective
techniques to improve the robustness of GNNs. However, randomly dropping edges
often results in bypassing critical edges, consequently weakening the
effectiveness of message passing. In this paper, we propose a novel adversarial
edge-dropping method (ADEdgeDrop) that leverages an adversarial edge predictor
guiding the removal of edges, which can be flexibly incorporated into diverse
GNN backbones. Employing an adversarial training framework, the edge predictor
utilizes the line graph transformed from the original graph to estimate the
edges to be dropped, which improves the interpretability of the edge-dropping
method. The proposed ADEdgeDrop is optimized alternately by stochastic gradient
descent and projected gradient descent. Comprehensive experiments on six graph
benchmark datasets demonstrate that the proposed ADEdgeDrop outperforms
state-of-the-art baselines across various GNN backbones, demonstrating improved
generalization and robustness.",0
Analysis of singular subspaces under random perturbations,2403.09170v1,http://arxiv.org/abs/2403.09170v1,2024-03-14 08:30:25+00:00,"We present a comprehensive analysis of singular vector and singular subspace
perturbations in the context of the signal plus random Gaussian noise matrix
model. Assuming a low-rank signal matrix, we extend the Wedin-Davis-Kahan
theorem in a fully generalized manner, applicable to any unitarily invariant
matrix norm, extending previous results of O'Rourke, Vu and the author. We also
obtain the fine-grained results, which encompass the $\ell_\infty$ analysis of
singular vectors, the $\ell_{2, \infty}$ analysis of singular subspaces, as
well as the exploration of linear and bilinear functions related to the
singular vectors. Moreover, we explore the practical implications of these
findings, in the context of the Gaussian mixture model and the submatrix
localization problem.",0
VIVID: Human-AI Collaborative Authoring of Vicarious Dialogues from Lecture Videos,2403.09168v1,http://arxiv.org/abs/2403.09168v1,2024-03-14 08:27:34+00:00,"The lengthy monologue-style online lectures cause learners to lose engagement
easily. Designing lectures in a ""vicarious dialogue"" format can foster
learners' cognitive activities more than monologue-style. However, designing
online lectures in a dialogue style catered to the diverse needs of learners is
laborious for instructors. We conducted a design workshop with eight
educational experts and seven instructors to present key guidelines and the
potential use of large language models (LLM) to transform a monologue lecture
script into pedagogically meaningful dialogue. Applying these design
guidelines, we created VIVID which allows instructors to collaborate with LLMs
to design, evaluate, and modify pedagogical dialogues. In a within-subjects
study with instructors (N=12), we show that VIVID helped instructors select and
revise dialogues efficiently, thereby supporting the authoring of quality
dialogues. Our findings demonstrate the potential of LLMs to assist instructors
with creating high-quality educational dialogues across various learning
stages.",0
Unveiling the Generalization Power of Fine-Tuned Large Language Models,2403.09162v1,http://arxiv.org/abs/2403.09162v1,2024-03-14 08:18:59+00:00,"While Large Language Models (LLMs) have demonstrated exceptional multitasking
abilities, fine-tuning these models on downstream, domain-specific datasets is
often necessary to yield superior performance on test sets compared to their
counterparts without fine-tuning. However, the comprehensive effects of
fine-tuning on the LLMs' generalization ability are not fully understood. This
paper delves into the differences between original, unmodified LLMs and their
fine-tuned variants. Our primary investigation centers on whether fine-tuning
affects the generalization ability intrinsic to LLMs. To elaborate on this, we
conduct extensive experiments across five distinct language tasks on various
datasets. Our main findings reveal that models fine-tuned on generation and
classification tasks exhibit dissimilar behaviors in generalizing to different
domains and tasks. Intriguingly, we observe that integrating the in-context
learning strategy during fine-tuning on generation tasks can enhance the
model's generalization ability. Through this systematic investigation, we aim
to contribute valuable insights into the evolving landscape of fine-tuning
practices for LLMs.",0
Fairness-Aware Multi-Server Federated Learning Task Delegation over Wireless Networks,2403.09153v1,http://arxiv.org/abs/2403.09153v1,2024-03-14 08:04:46+00:00,"In the rapidly advancing field of federated learning (FL), ensuring efficient
FL task delegation while incentivising FL client participation poses
significant challenges, especially in wireless networks where FL participants'
coverage is limited. Existing Contract Theory-based methods are designed under
the assumption that there is only one FL server in the system (i.e., the
monopoly market assumption), which in unrealistic in practice. To address this
limitation, we propose Fairness-Aware Multi-Server FL task delegation approach
(FAMuS), a novel framework based on Contract Theory and Lyapunov optimization
to jointly address these intricate issues facing wireless multi-server FL
networks (WMSFLN). Within a given WMSFLN, a task requester products multiple FL
tasks and delegate them to FL servers which coordinate the training processes.
To ensure fair treatment of FL servers, FAMuS establishes virtual queues to
track their previous access to FL tasks, updating them in relation to the
resulting FL model performance. The objective is to minimize the time-averaged
cost in a WMSFLN, while ensuring all queues remain stable. This is particularly
challenging given the incomplete information regarding FL clients'
participation cost and the unpredictable nature of the WMSFLN state, which
depends on the locations of the mobile clients. Extensive experiments comparing
FAMuS against five state-of-the-art approaches based on two real-world datasets
demonstrate that it achieves 6.91% higher test accuracy, 27.34% lower cost, and
0.63% higher fairness on average than the best-performing baseline.",0
USimAgent: Large Language Models for Simulating Search Users,2403.09142v1,http://arxiv.org/abs/2403.09142v1,2024-03-14 07:40:54+00:00,"Due to the advantages in the cost-efficiency and reproducibility, user
simulation has become a promising solution to the user-centric evaluation of
information retrieval systems. Nonetheless, accurately simulating user search
behaviors has long been a challenge, because users' actions in search are
highly complex and driven by intricate cognitive processes such as learning,
reasoning, and planning. Recently, Large Language Models (LLMs) have
demonstrated remarked potential in simulating human-level intelligence and have
been used in building autonomous agents for various tasks. However, the
potential of using LLMs in simulating search behaviors has not yet been fully
explored. In this paper, we introduce a LLM-based user search behavior
simulator, USimAgent. The proposed simulator can simulate users' querying,
clicking, and stopping behaviors during search, and thus, is capable of
generating complete search sessions for specific search tasks. Empirical
investigation on a real user behavior dataset shows that the proposed simulator
outperforms existing methods in query generation and is comparable to
traditional methods in predicting user clicks and stopping behaviors. These
results not only validate the effectiveness of using LLMs for user simulation
but also shed light on the development of a more robust and generic user
simulators.",0
Uncertainty Estimation in Multi-Agent Distributed Learning for AI-Enabled Edge Devices,2403.09141v1,http://arxiv.org/abs/2403.09141v1,2024-03-14 07:40:32+00:00,"Initially considered as low-power units with limited autonomous processing,
Edge IoT devices have seen a paradigm shift with the introduction of FPGAs and
AI accelerators. This advancement has vastly amplified their computational
capabilities, emphasizing the practicality of edge AI. Such progress introduces
new challenges of optimizing AI tasks for the limitations of energy and network
resources typical in Edge computing environments. Our study explores methods
that enable distributed data processing through AI-enabled edge devices,
enhancing collaborative learning capabilities. A key focus of our research is
the challenge of determining confidence levels in learning outcomes,
considering the spatial and temporal variability of data sets encountered by
independent agents. To address this issue, we investigate the application of
Bayesian neural networks, proposing a novel approach to manage uncertainty in
distributed learning environments.",0
Metadata-Driven Federated Learning of Connectional Brain Templates in Non-IID Multi-Domain Scenarios,2403.09139v1,http://arxiv.org/abs/2403.09139v1,2024-03-14 07:38:22+00:00,"A connectional brain template (CBT) is a holistic representation of a
population of multi-view brain connectivity graphs, encoding shared patterns
and normalizing typical variations across individuals. The federation of CBT
learning allows for an inclusive estimation of the representative center of
multi-domain brain connectivity datasets in a fully data-preserving manner.
However, existing methods overlook the non-independent and identically
distributed (non-IDD) issue stemming from multidomain brain connectivity
heterogeneity, in which data domains are drawn from different hospitals and
imaging modalities. To overcome this limitation, we unprecedentedly propose a
metadata-driven federated learning framework, called MetaFedCBT, for
cross-domain CBT learning. Given the data drawn from a specific domain (i.e.,
hospital), our model aims to learn metadata in a fully supervised manner by
introducing a local client-based regressor network. The generated meta-data is
forced to meet the statistical attributes (e.g., mean) of other domains, while
preserving their privacy. Our supervised meta-data generation approach boosts
the unsupervised learning of a more centered, representative, and holistic CBT
of a particular brain state across diverse domains. As the federated learning
progresses over multiple rounds, the learned metadata and associated generated
connectivities are continuously updated to better approximate the target domain
information. MetaFedCBT overcomes the non-IID issue of existing methods by
generating informative brain connectivities for privacy-preserving holistic CBT
learning with guidance using metadata. Extensive experiments on multi-view
morphological brain networks of normal and patient subjects demonstrate that
our MetaFedCBT is a superior federated CBT learning model and significantly
advances the state-of-the-art performance.",0
Biophysics Informed Pathological Regularisation for Brain Tumour Segmentation,2403.09136v1,http://arxiv.org/abs/2403.09136v1,2024-03-14 07:21:46+00:00,"Recent advancements in deep learning have significantly improved brain tumour
segmentation techniques; however, the results still lack confidence and
robustness as they solely consider image data without biophysical priors or
pathological information. Integrating biophysics-informed regularisation is one
effective way to change this situation, as it provides an prior regularisation
for automated end-to-end learning. In this paper, we propose a novel approach
that designs brain tumour growth Partial Differential Equation (PDE) models as
a regularisation with deep learning, operational with any network model. Our
method introduces tumour growth PDE models directly into the segmentation
process, improving accuracy and robustness, especially in data-scarce
scenarios. This system estimates tumour cell density using a periodic
activation function. By effectively integrating this estimation with
biophysical models, we achieve a better capture of tumour characteristics. This
approach not only aligns the segmentation closer to actual biological behaviour
but also strengthens the model's performance under limited data conditions. We
demonstrate the effectiveness of our framework through extensive experiments on
the BraTS 2023 dataset, showcasing significant improvements in both precision
and reliability of tumour segmentation.",0
Viral Load Inference in Non-Adaptive Pooled Testing,2403.09130v1,http://arxiv.org/abs/2403.09130v1,2024-03-14 06:40:34+00:00,"Medical diagnostic testing can be made significantly more efficient using
pooled testing protocols. These typically require a sparse infection signal and
use either binary or real-valued entries of O(1). However, existing methods do
not allow for inferring viral loads which span many orders of magnitude. We
develop a message passing algorithm coupled with a PCR (Polymerase Chain
Reaction) specific noise function to allow accurate inference of realistic
viral load signals. This work is in the non-adaptive setting and could open the
possibility of efficient screening where viral load determination is clinically
important.",0
Rethinking Referring Object Removal,2403.09128v1,http://arxiv.org/abs/2403.09128v1,2024-03-14 06:26:34+00:00,"Referring object removal refers to removing the specific object in an image
referred by natural language expressions and filling the missing region with
reasonable semantics. To address this task, we construct the ComCOCO, a
synthetic dataset consisting of 136,495 referring expressions for 34,615
objects in 23,951 image pairs. Each pair contains an image with referring
expressions and the ground truth after elimination. We further propose an
end-to-end syntax-aware hybrid mapping network with an encoding-decoding
structure. Linguistic features are hierarchically extracted at the syntactic
level and fused in the downsampling process of visual features with multi-head
attention. The feature-aligned pyramid network is leveraged to generate
segmentation masks and replace internal pixels with region affinity learned
from external semantics in high-level feature maps. Extensive experiments
demonstrate that our model outperforms diffusion models and two-stage methods
which process the segmentation and inpainting task separately by a significant
margin.",0
Ventilation and Temperature Control for Energy-efficient and Healthy Buildings: A Differentiable PDE Approach,2403.08996v1,http://arxiv.org/abs/2403.08996v1,2024-03-13 23:30:26+00:00,"In this paper, we introduce a novel framework for building learning and
control, focusing on ventilation and thermal management to enhance energy
efficiency. We validate the performance of the proposed framework in system
model learning via two case studies: a synthetic study focusing on the joint
learning of temperature and CO2 fields, and an application to a real-world
dataset for CO2 field learning. For building control, we demonstrate that the
proposed framework can optimize the control actions and significantly reduce
the energy cost while maintaining a comfort and healthy indoor environment.
When compared to existing traditional methods, an optimization-based method
with ODE models and reinforcement learning, our approach can significantly
reduce the energy consumption while guarantees all the safety-critical air
quality and control constraints. Promising future research directions involve
validating and improving the proposed PDE models through accurate estimation of
airflow fields within indoor environments. Additionally, incorporating
uncertainty modeling into the PDE framework for HVAC control presents an
opportunity to enhance the efficiency and reliability of building HVAC system
management.",0
NTIRE 2023 Image Shadow Removal Challenge Technical Report: Team IIM_TTI,2403.08995v1,http://arxiv.org/abs/2403.08995v1,2024-03-13 23:27:31+00:00,"In this paper, we analyze and discuss ShadowFormer in preparation for the
NTIRE2023 Shadow Removal Challenge [1], implementing five key improvements:
image alignment, the introduction of a perceptual quality loss function, the
semi-automatic annotation for shadow detection, joint learning of shadow
detection and removal, and the introduction of new data augmentation techniques
for shadow removal. Our method achieved scores of 0.196 (3rd out of 19) in
LPIPS and 7.44 (3rd out of 19) in the Mean Opinion Score (MOS).",0
Safe Road-Crossing by Autonomous Wheelchairs: a Novel Dataset and its Experimental Evaluation,2403.08984v1,http://arxiv.org/abs/2403.08984v1,2024-03-13 22:19:06+00:00,"Safe road-crossing by self-driving vehicles is a crucial problem to address
in smart-cities. In this paper, we introduce a multi-sensor fusion approach to
support road-crossing decisions in a system composed by an autonomous
wheelchair and a flying drone featuring a robust sensory system made of diverse
and redundant components. To that aim, we designed an analytical danger
function based on explainable physical conditions evaluated by single sensors,
including those using machine learning and artificial vision. As a
proof-of-concept, we provide an experimental evaluation in a laboratory
environment, showing the advantages of using multiple sensors, which can
improve decision accuracy and effectively support safety assessment. We made
the dataset available to the scientific community for further experimentation.
The work has been developed in the context of an European project named
REXASI-PRO, which aims to develop trustworthy artificial intelligence for
social navigation of people with reduced mobility.",0
Moments of Clarity: Streamlining Latent Spaces in Machine Learning using Moment Pooling,2403.08854v1,http://arxiv.org/abs/2403.08854v1,2024-03-13 18:00:01+00:00,"Many machine learning applications involve learning a latent representation
of data, which is often high-dimensional and difficult to directly interpret.
In this work, we propose ""Moment Pooling"", a natural extension of Deep Sets
networks which drastically decrease latent space dimensionality of these
networks while maintaining or even improving performance. Moment Pooling
generalizes the summation in Deep Sets to arbitrary multivariate moments, which
enables the model to achieve a much higher effective latent dimensionality for
a fixed latent dimension. We demonstrate Moment Pooling on the collider physics
task of quark/gluon jet classification by extending Energy Flow Networks (EFNs)
to Moment EFNs. We find that Moment EFNs with latent dimensions as small as 1
perform similarly to ordinary EFNs with higher latent dimension. This small
latent dimension allows for the internal representation to be directly
visualized and interpreted, which in turn enables the learned internal jet
representation to be extracted in closed form.",0
PAPERCLIP: Associating Astronomical Observations and Natural Language with Multi-Modal Models,2403.08851v1,http://arxiv.org/abs/2403.08851v1,2024-03-13 18:00:00+00:00,"We present PAPERCLIP (Proposal Abstracts Provide an Effective Representation
for Contrastive Language-Image Pre-training), a method which associates
astronomical observations imaged by telescopes with natural language using a
neural network model. The model is fine-tuned from a pre-trained Contrastive
Language-Image Pre-training (CLIP) model using successful observing proposal
abstracts and corresponding downstream observations, with the abstracts
optionally summarized via guided generation using large language models (LLMs).
Using observations from the Hubble Space Telescope (HST) as an example, we show
that the fine-tuned model embodies a meaningful joint representation between
observations and natural language through tests targeting image retrieval
(i.e., finding the most relevant observations using natural language queries)
and description retrieval (i.e., querying for astrophysical object classes and
use cases most relevant to a given observation). Our study demonstrates the
potential for using generalist foundation models rather than task-specific
models for interacting with astronomical data by leveraging text as an
interface.",0
